दोन लाडू शिल्लक होते .	दोन लाडू शिल्लक असणे .	NUM MASC;N;NOM;SG ADJ;NOM 3;FIN;MASC;PL;PST;V _
राजा - राणी मुलाला व सुनेला आशीर्वाद देऊन _ _ वनात निघून गेली .	राजा - राणी मुलगा व सुन आशीर्वाद देणे तपश्चर्ये साठी वन निघणे जाणे .	N;NEUT;NOM;SG _ FEM;N;NOM;SG DAT;MASC;N;SG CONJ DAT;FEM;N;SG ACC;MASC;N;PL PFV;V;V.CVB FEM;N;SG ADP ESS;N;NEUT;SG PFV;V;V.CVB 3;FIN;NEUT;PFV;PL;V _
_ _ राजपुत्र निजला .	चित वर राजपुत्र निजणे .	FEM;N;SG ADP MASC;N;NOM;SG 3;FIN;MASC;PFV;SG;V _
आणि वाद्ये वाजू लागली .	आणि वाद्य वाजणे लागणे .	CONJ N;NEUT;NOM;PL NFIN;V 3;FIN;NEUT;PFV;PL;V _
मला _ _ भाऊ होऊ दे .	मी तू चा भाऊ होणे देणे .	1;DAT;PRO;SG 2;PL;PRO ADP;MASC;SG ACC;MASC;N;SG NFIN;V 2;FIN;IMP;SG;V _
" बाबा , आईने घरी बोलावले आहे . " ती म्हणाली .	" बाबा , आई घरी बोलावणे असणे . " तो म्हणणे .	_ MASC;N;NOM;SG _ ERG;FEM;N;SG ADV 3;FIN;NEUT;PFV;SG;V 3;FIN;PRS;SG;V _ _ 3;FEM;NOM;PRO;SG 3;FEM;FIN;PFV;SG;V _
राजा विचार करू लागला .	राजा विचार करणे लागणे .	MASC;N;NOM;SG ACC;MASC;N;SG NFIN;V 3;FIN;MASC;PFV;SG;V _
ती म्हणाली , _ _ जाऊन दोन _ _ बसून राहा .	तो म्हणणे , गाव बाहेर जाणे दोन कोस वरती बसणे राहाणे .	3;FEM;NOM;PRO;SG 3;FEM;FIN;PFV;SG;V _ MASC;N;SG ADP PFV;V;V.CVB NUM MASC;N;PL ADP PFV;V;V.CVB 2;FIN;IMP;V _
_ _ चालत आलेली ही जमीन .	वाडवडिल पासून चालणे येणे हा जमीन .	MASC;N;PL ADP IPFV;V;V.PTCP 3;FEM;PFV;SG;V;V.PTCP DET;FEM;SG FEM;N;NOM;SG _
काही दिवस गेले .	काही दिवस जाणे .	ADJ;NOM MASC;N;NOM;PL 3;FIN;MASC;PFV;PL;V _
तू _ _ बाण सोडणार होतास ; परंतु _ _ मातृप्रेम जागे झाले .	तू मी वर बाण सोडणे असणे ; परंतु तू चा मातृप्रेम जागा होणे .	2;NOM;PRO;SG 1;PRO;SG ADP ACC;MASC;N;SG FIN;PROSP;V 2;FIN;MASC;PST;SG;V _ CONJ 2;PRO;SG ADP;NEUT;SG N;NEUT;NOM;SG ADJ;NEUT;NOM;SG 3;FIN;NEUT;PFV;SG;V _
_ _ म्हणाला .	तो ही म्हणणे .	3;MASC;NOM;PRO;SG PART 3;FIN;MASC;PFV;SG;V _
पलीकडे _ _ लहानसा गोठा होता .	पलीकडे तो चा लहानसा गोठा असणे .	ADP 3;MASC;PRO;SG ADP;MASC;SG ADJ;MASC;NOM;SG MASC;N;NOM;SG 3;FIN;MASC;PST;SG;V _
सावकार का ही जमीन लाटणार ?	सावकार का हा जमीन लाटणे ?	MASC;N;NOM;SG ADV DET;FEM;SG ACC;FEM;N;SG FIN;PROSP;V _
सकाळी प्रातर्विधी करून सर्वांनी फराळ केला .	सकाळी प्रातर्विधी करणे सर्व फराळ करणे .	ADV ACC;MASC;N;SG PFV;V;V.CVB ERG;MASC;N;PL ACC;MASC;N;SG 3;FIN;MASC;PFV;SG;V _
मिरवणूक निघाली , शहरात आली .	मिरवणूक निघाली , शहर येणे .	FEM;N;NOM;SG 3;FEM;FIN;PFV;SG;V _ ESS;N;NEUT;SG 3;FEM;FIN;PFV;SG;V _
ठीक आहे , राजा म्हणाला .	ठीक असणे , राजा म्हणणे .	ADJ;NOM 3;FIN;PRS;SG;V _ N;NEUT;NOM;SG 3;FIN;MASC;PFV;SG;V _
" त्यांनी हिंमत सोडली म्हणून _ _ देव मेला ! "	" तो हिंमत सोडणे म्हणून तो चा देव मरणे ! "	_ 3;ERG;MASC;PL;PRO ACC;FEM;N;SG 3;FEM;FIN;PFV;SG;V CONJ 3;MASC;PL;PRO ADP;MASC;SG MASC;N;NOM;SG 3;FIN;MASC;PFV;SG;V _ _
होय तात !	होय तात !	INTJ MASC;N;NOM;SG _
_ _ मोजून _ _ ती आवतीभोवती बघते .	मेर चा मोजणे होणे वर तो आवतीभोवती बघणे .	FEM;N;SG ADP;NEUT;SG PFV;V;V.CVB FIN;PFV;V ADP 3;FEM;NOM;PRO;SG ADV 3;FEM;FIN;IPFV;PRS;SG;V _
_ _ बाळ !	मी चा बाळ !	1;PRO;SG ADP;MASC;SG MASC;N;NOM;SG _
राजाने येऊ दिले तर ! तो म्हणाला .	राजा येणे देणे तर ! तो म्हणणे .	ERG;MASC;N;SG NFIN;V 3;FIN;NEUT;PFV;SG;V CONJ _ 3;MASC;NOM;PRO;SG 3;FIN;MASC;PFV;SG;V _
" आपण _ _ मजूर झालो . " तो दुःखाने बोलला .	" मी उद्या पासून मजूर होणे . " तो दुःख बोलणे .	_ 1;NOM;PL;PRO MASC;N;SG ADP MASC;N;NOM;SG 1;FIN;PFV;PL;V _ _ 3;MASC;NOM;PRO;SG ERG;N;NEUT;SG 3;FIN;MASC;PFV;SG;V _
देवाला प्रार्थना करत होती .	देव प्रार्थना करणे असणे .	DAT;MASC;N;SG ACC;FEM;N;SG IPFV;V;V.PTCP 3;FEM;FIN;PST;SG;V _
ती तसं का करते ?	तो तसा का करणे ?	3;FEM;NOM;PRO;SG ADV ADV 3;FIN;IPFV;NEUT;PRS;SG;V _
भीमा _ _ घरी आला .	भीमा मुलगी बरोबर घरी येणे .	MASC;NOM;PROPN;SG FEM;N;SG ADP ADV 3;FIN;MASC;PFV;SG;V _
_ _ गिधाडी दृष्टी तुला भिकेला _ _ राहणार नाही ! "	मी चा गिधाडी दृष्टी तू भिक लावणे शिवाय रहाणे नाही ! "	1;PRO;SG ADP;FEM;SG ADJ;FEM;NOM;SG FEM;N;NOM;SG 2;DAT;PRO;SG DAT;FEM;N;SG FIN;PFV;V ADP FIN;PROSP;V 3;FIN;NEG;SG;V _ _
" हजार रुपये ? "	" हजार रुपय ? "	_ NUM N;NEUT;NOM;PL _ _
ती कुत्र्याला विचारते , तुला जेम्स दिसला का ?	तो कुत्रा विचारणे , तू जेम्स दिसणे का ?	3;FEM;NOM;PRO;SG DAT;MASC;N;SG 3;FEM;FIN;IPFV;PRS;SG;V _ 2;DAT;PRO;SG ACC;MASC;PROPN;SG 3;FIN;MASC;PFV;SG;V ADV _
म्हणत राणी _ _ खाली आली .	म्हणणे राणी धावणे च खाली येणे .	IPFV;V;V.PTCP FEM;N;NOM;SG IPFV;V;V.PTCP PART ADV 3;FEM;FIN;PFV;SG;V _
ती पुन्हा चालू लागली .	तो पुन्हा चालणे लागणे .	3;NEUT;NOM;PL;PRO ADV NFIN;V 3;FIN;NEUT;PFV;PL;V _
_ _ _ _ _ _ साऱ्या _ _ तेथे जणू प्रदर्शन होते .	आजूबाजू चा पाच पन्नास कोस तील सारा संपत्ती चा तेथे जणू प्रदर्शन असणे .	MASC;N;SG ADP NUM NUM MASC;N;PL ADP ADJ FEM;N;SG ADP;NEUT;SG ADV ADV N;NEUT;NOM;SG 3;FIN;NEUT;PST;SG;V _
येथे तुम्ही आम्ही आहोत .	येथे तू मी असणे .	ADV 2;NOM;PL;PRO 1;NOM;PL;PRO 1;FIN;PL;PRS;V _
मग तिला आवाज ऐकू येतो , तो त्या मोठ्या जुन्या _ _ मागून येत आहे .	मग तो आवाज ऐकणे येणे , तो तो मोठा जुना झाड चा मागून येणे असणे .	ADV 3;DAT;FEM;PRO;SG ACC;MASC;N;SG NFIN;V 3;FIN;IPFV;MASC;PRS;SG;V _ 3;MASC;NOM;PRO;SG DET ADJ ADJ N;NEUT;SG ADP ADV IPFV;V;V.PTCP 3;FIN;PRS;SG;V _
_ _ एकटा का ? राजपुत्राने विचारले .	रान वन एकटा का ? राजपुत्र विचारणे .	N;NEUT;SG ESS;N;NEUT;SG ADJ;MASC;NOM;SG ADV _ ERG;MASC;N;SG 3;FIN;NEUT;PFV;SG;V _
नाही म्हणू नका .	नाही म्हणणे नका .	INTJ 2;FIN;IMP;NEG;PL;V 2;FIN;NEG;PL;V _
तेथे फक्त गरिबांना _ _ बंदी होती .	तेथे फक्त गरिब येणे स बंदी असणे .	ADV ADJ;NOM DAT;MASC;N;PL NFIN;V ADP FEM;N;NOM;SG 3;FEM;FIN;PST;SG;V _
काही अंतर चालून _ _ मागून _ _ माणूस येत आहे , असे त्याला वाटले .	काही अंतर चालून जाणे वर मागून कोणी तरी माणूस येणे असणे , असे तो वाटणे .	ADV N;NEUT;NOM;SG PFV;V;V.CVB FIN;PFV;V ADP ADV DET;NOM PART MASC;N;NOM;SG IPFV;V;V.PTCP 3;FIN;PRS;SG;V _ CONJ 3;DAT;MASC;PRO;SG 3;FIN;NEUT;PFV;SG;V _
त्या दोघा भावांनी घोडेस्वार _ _ ठेवले आणि हत्ती सजविला .	तो दोघे भाऊ घोडेस्वार तैनाती स ठेवणे आणि हत्ती सजवी .	DET;FEM;PL DET;PL ERG;MASC;N;PL ACC;MASC;N;PL MASC;N;SG ADP 3;FIN;MASC;PFV;PL;V CONJ ACC;MASC;N;PL DAT;FEM;N;SG _
तो रडत बसला .	तो रडणे बसणे .	3;MASC;NOM;PRO;SG IPFV;V;V.PTCP 3;FIN;MASC;PFV;SG;V _
मी राजपुत्र .	मी राजपुत्र .	1;NOM;PRO;SG MASC;N;NOM;SG _
पुन्हा थोड्या _ _ बहीण म्हणाली , दादा , _ _ निरोप दे !	पुन्हा थोडा अंतर वर बहीण म्हणणे , दादा , मी ही निरोप देणे !	ADV ADJ N;NEUT;SG ADP FEM;N;NOM;SG 3;FEM;FIN;PFV;SG;V _ MASC;N;NOM;SG _ 1;DAT;PRO;SG PART ACC;MASC;N;SG 2;FIN;IMP;SG;V _
त्यांनी राजवाडा खरेदी केली , नोकरचाकर ठेवले .	तो राजवाडा खरेदी करणे , नोकरचाकर ठेवणे .	3;ERG;NEUT;PL;PRO ACC;MASC;N;SG FEM;N;NOM;SG 3;FEM;FIN;PFV;SG;V _ ACC;MASC;N;PL 3;FIN;MASC;PFV;PL;V _
जेम्स एक लहान मुलगा आहे आणि तो सहा _ _ आहे .	जेम्स एक लहान मुलगा असणे आणि तो सहा वर्ष चा असणे .	MASC;NOM;PROPN;SG DET;SG ADJ;NOM MASC;N;NOM;SG 3;FIN;PRS;SG;V CONJ 3;MASC;NOM;PRO;SG NUM N;NEUT;SG ADP;MASC;SG 3;FIN;PRS;SG;V _
दुसरी दोन विकावी लागली नाहीत .	दुसरा दोन विकणे लागणे नाही .	ADJ;NEUT;NOM;PL NUM 3;FIN;NEUT;PL;SBJV;V 3;FIN;NEUT;PFV;PL;V 3;FIN;NEG;PL;V _
पैशाने कोण वश होत नाही !	पैशे कोण वश होणे नाही !	INS;MASC;N;SG NOM;PRO ADJ;NOM IPFV;V;V.PTCP 3;FIN;NEG;SG;V _
राजपुत्राने _ _ _ _ घेतले .	राजपुत्र तो ही आपण बरोबर घेणे .	ERG;MASC;N;SG 3;ACC;MASC;PRO;SG PART PRO ADP 3;FIN;NEUT;PFV;SG;V _
राजपुत्राला ती गोष्ट कळविण्यात आली .	राजपुत्र तो गोष्ट कळवणे येणे .	DAT;MASC;N;SG DET;FEM;NOM;SG ACC;FEM;N;SG ESS;NFIN;V 3;FEM;FIN;PFV;SG;V _
कोण आहे ?	कोण असणे ?	NOM;PRO 3;FIN;PRS;SG;V _
ती _ _ आणि _ _ _ बघते , पण जेम्स तिकडे नाही आहे .	तो टेबल खाली आणि खुर्ची च्या खाली बघणे , पण जेम्स तिकडे नाही असणे .	3;FEM;NOM;PRO;SG MASC;N;SG ADP CONJ FEM;N;SG PART ADP 3;FEM;FIN;IPFV;PRS;SG;V _ CONJ MASC;NOM;PROPN;SG ADV 3;FIN;NEG;SG;V 3;FIN;PRS;SG;V _
तुम्ही _ _ भूक _ _ _ _ तुकडा कापून फेकलात .	तू मी ची भूक शमविणे साठी मांडी चा तुकडा कापणे फेकणे .	2;NOM;PL;PRO 1;PRO;SG ADP;FEM;SG ACC;FEM;N;SG NFIN;V ADP FEM;N;SG ADP;MASC;SG ACC;MASC;N;SG PFV;V;V.CVB 2;FIN;PFV;PL;V _
जेम्स कुठे आहे , हे मेरीला माहित नाही .	जेम्स कुठे असणे , हा मेरी माहित नाही .	MASC;NOM;PROPN;SG ADV 3;FIN;PRS;SG;V _ 3;ACC;NEUT;PRO;SG DAT;FEM;PROPN;SG MASC;N;NOM;SG 3;FIN;NEG;SG;V _
कुठला ?	कुठला ?	ADJ;MASC;NOM;SG _
_ _ चालत होती .	रात्र भर चालत असणे .	FEM;N;SG ADP ADV 3;FIN;NEUT;PL;PST;V _
तो एक खेळ आहे .	तो एक खेळ असणे .	3;MASC;NOM;PRO;SG DET;SG MASC;N;NOM;SG 3;FIN;PRS;SG;V _
मी ती हरिणी .	मी तो हरिणी .	1;NOM;PRO;SG DET;FEM;SG FEM;N;NOM;SG _
