suosittelisin , että sellaiset ihmiset menisivät nyt itseensä .	suositella , että sellainen ihminen mennä nyt itse .	1;ACT;COND;FIN;SG;V _ CONJ DET;NOM;PL N;NOM;PL 3;ACT;COND;FIN;PL;V ADV IN+ALL;PRO;PSS3;REFL;SG _
hän kysyi , että mitä minä oikein haluan	hän kysyä , että mikä minä oikein haluta	3;NOM;PRO;SG 3;ACT;FIN;IND;PST;SG;V _ CONJ PRO;PRT 1;NOM;PRO;SG ADV 1;ACT;FIN;IND;PRS;SG;V
näyttely joka esitteli poliisien työssään tarvitsemia välineitä	näyttely joka esitellä poliisi työ tarvita väline	N;NOM;SG NOM;PRO;SG 3;ACT;FIN;IND;PST;SG;V GEN;N;PL IN+ESS;N;PSS3;SG PL;PRT;V;V.PTCP N;PL;PRT
mutanen lyö nyrkkinsä muistomerkkiin .	mutanen lyödä nyrkki muistomerkki .	NOM;PROPN;SG 3;ACT;FIN;IND;PRS;SG;V GEN;N;PSS3;SG IN+ALL;N;SG _
kyllä siitä saattaa jossain vaiheessa joutua muillekin puhumaan .	kyllä se saattaa jokin vaihe joutua muu puhua .	PART IN+ABL;PRO;SG 3;ACT;FIN;IND;PRS;SG;V DET;IN+ESS;SG IN+ESS;N;SG ACT;NFIN;V AT+ALL;PL;PRO ACT;IN+ALL;NFIN;V _
ostin , kun huvitti .	ostaa , kun huvittaa .	1;ACT;FIN;IND;PST;SG;V _ CONJ 3;ACT;FIN;IND;PST;SG;V _
kääpiäinen oli tylsistynyt , se oli päässyt tai joutunut eläkkeelle , en käsittänyt kumpaa .	kääpiäinen olla tylsistynyt , se olla päästä tai joutua eläke , ei käsittää kumpi .	NOM;PROPN;SG 3;ACT;FIN;IND;PST;SG;V ADJ;NOM;SG _ NOM;PRO;SG 3;ACT;FIN;IND;PST;SG;V ACT;NOM;SG;V;V.PTCP CONJ ACT;NOM;SG;V;V.PTCP AT+ALL;N;SG _ 1;ACT;FIN;NEG;SG;V ACT;FIN;IND;PST;SG;V PRO;PRT;SG _
näin siellä väkivaltaa	nähdä siellä väkivalta	1;ACT;FIN;IND;PST;SG;V ADV N;PRT;SG
kuluttajaa kiinnostaa hänen oma työtilanteensa ja oma palkkanauhansa	kuluttaja kiinnostaa hän oma työtilanne ja oma palkkanauha	N;PRT;SG 3;ACT;FIN;IND;PRS;SG;V 3;DET;GEN;SG ADJ;NOM;SG N;NOM;PSS3;SG CONJ ADJ;NOM;SG N;NOM;PSS3;SG
kertaakaan koko aikana kirsi ei ollut saanut kulkea kaupungilla , sillä ne pelkäsivät hänen eksyvän .	kerta koko aika kirsi ei olla saada kulkea kaupunki , sillä ne pelätä hän eksyä .	N;PRT;SG ADJ FRML;N;SG NOM;PROPN;SG 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PST;SG;V ACT;NOM;SG;V;V.PTCP ACT;NFIN;V AT+ESS;N;SG _ CONJ NOM;PL;PRO 3;ACT;FIN;IND;PL;PST;V 3;GEN;PRO;SG ACT;GEN;SG;V;V.PTCP _
niin kauan kuin omassa kämpässä on lämpöä , ei sitä tule miettineeksi .	niin kauan kuin oma kämppä olla lämpö , ei se tulla miettiä .	PART ADV CONJ ADJ;IN+ESS;SG IN+ESS;N;SG 3;ACT;FIN;IND;PRS;SG;V N;PRT;SG _ 3;ACT;FIN;NEG;SG;V PRO;PRT;SG ACT;FIN;IND;PRS;V ACT;SG;TRANS;V;V.PTCP _
somaleilla ei ole ollut helppoa sopeutua tänne , ja nyt se on varmasti vielä vaikeampaa .	somali ei olla olla helppo sopeutua tänne , ja nyt se olla varmasti vielä vaikea .	AT+ESS;N;PL 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V ACT;NOM;SG;V;V.PTCP ADJ;PRT;SG ACT;NFIN;V ADV _ CONJ ADV NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ADV PART ADJ;CMPR;PRT;SG _
siellä on missejä ja malleja ja vaikka ketä .	siellä olla missi ja malli ja vaikka kuka .	ADV 3;ACT;FIN;IND;PRS;SG;V N;PL;PRT CONJ N;PL;PRT CONJ PART PRO;PRT;SG _
tasavallan presidentti tarja halonen puolisoineen oli läsnä veteraanipäivän pääjuhlassa	tasavalta presidentti tarja halonen puoliso olla läsnä veteraanipäivä pääjuhla	GEN;N;SG N;NOM;SG NOM;PROPN;SG NOM;PROPN;SG COM;N;PSS3 3;ACT;FIN;IND;PST;SG;V ADV GEN;N;SG IN+ESS;N;SG
asunto oli paljon siistimpi kuin naapurissa .	asunto olla paljon siisti kuin naapuri .	N;NOM;SG 3;ACT;FIN;IND;PST;SG;V ADV ADJ;CMPR;NOM;SG CONJ IN+ESS;N;SG _
ehkä viinan ostoon .	ehkä viina osto .	PART GEN;N;SG IN+ALL;N;SG _
onko hän käynyt aikaisemmin meillä .	olla hän käydä aikaisemmin me .	3;ACT;FIN;IND;PRS;SG;V 3;NOM;PRO;SG ACT;NOM;SG;V;V.PTCP ADV;CMPR 1;AT+ESS;PL;PRO _
ja silti ranskasta on englantiin tolkun paljon lyhyempi matka kuin hollolasta öllölään .	ja silti ranska olla englanti tolkku paljon lyhyt matka kuin hollola öllölä .	CONJ PART IN+ABL;PROPN;SG 3;ACT;FIN;IND;PRS;SG;V IN+ALL;PROPN;SG GEN;N;SG ADV ADJ;CMPR;NOM;SG N;NOM;SG CONJ IN+ABL;PROPN;SG IN+ALL;PROPN;SG _
viedä pois silmistä .	viedä pois silmä .	ACT;NFIN;V ADV IN+ABL;N;PL _
laadukasta opetusta joka päivä .	laadukas opetus joka päivä .	ADJ;PRT;SG N;PRT;SG DET N;NOM;SG _
kestää kauan ennen kuin sen omaksuu .	kestää kauan ennen kuin se omaksua .	3;ACT;FIN;IND;PRS;SG;V ADV ADV CONJ GEN;PRO;SG 3;ACT;FIN;IND;PRS;SG;V _
olin lähestymässä rovaniemeä , ihailin syksyä , joka täällä on pitemmällä kuin kajaanissa .	olla lähestyä rovaniemi , ihailla syksy , joka täällä olla pitemmällä kuin kajaani .	1;ACT;FIN;IND;PST;SG;V ACT;IN+ESS;NFIN;V PROPN;PRT;SG _ 1;ACT;FIN;IND;PST;SG;V N;PRT;SG _ NOM;PRO;SG ADV 3;ACT;FIN;IND;PRS;SG;V ADV;CMPR CONJ IN+ESS;PROPN;SG _
hän myi autoni	hän myydä auto	3;NOM;PRO;SG 3;ACT;FIN;IND;PST;SG;V GEN;N;PSS1S;SG
pitääkö tästä päätellä , että jumalakin toimii välttämättä luonnon lakien mukaisesti ?	pitää tämä päätellä , että jumala toimia välttämättä luonto laki mukaisesti ?	3;ACT;FIN;IND;PRS;SG;V IN+ABL;PRO;SG ACT;NFIN;V _ CONJ NOM;PROPN;SG 3;ACT;FIN;IND;PRS;SG;V ADV GEN;N;SG GEN;N;PL ADP _
minua polttaa vatsasta .	minä polttaa vatsa .	1;PRO;PRT;SG 3;ACT;FIN;IND;PRS;SG;V IN+ABL;N;SG _
jos meikki kaikesta huolimatta uhkaa rapistua kesken ilonpidon , löytyy apu lumenen taikatipoista .	jos meikki kaikki huolimatta uhata rapistua kesken ilonpito , löytyä apu lumene taikatippa .	CONJ N;NOM;SG IN+ABL;PRO;SG ADP 3;ACT;FIN;IND;PRS;SG;V ACT;NFIN;V ADP GEN;N;SG _ 3;ACT;FIN;IND;PRS;SG;V N;NOM;SG GEN;PROPN;SG IN+ABL;N;PL _
mitäs kuuluu	mikä kuulua	PRO;PRT 3;ACT;FIN;IND;PRS;SG;V
siihen ne eivät ole tarpeeksi arvokkaita saati ainutkertaisia .	se ne ei olla tarpeeksi arvokas saati ainutkertainen .	IN+ALL;PRO;SG NOM;PL;PRO 3;ACT;FIN;NEG;PL;V ACT;FIN;IND;PRS;V ADV ADJ;PL;PRT PART ADJ;PL;PRT _
satapäinen lokkien parvi	satapäinen lokki parvi	ADJ;NOM;SG GEN;N;PL N;NOM;SG
voisin harkita myymistä sillä ehdolla , että te kaikki saatte pitää työpaikkanne .	voida harkita myyminen se ehto , että te kaikki saada pitää työpaikka .	1;ACT;COND;FIN;SG;V ACT;NFIN;V N;PRT;SG AT+ESS;DET;SG AT+ESS;N;SG _ CONJ 2;NOM;PL;PRO NOM;PRO 2;ACT;FIN;IND;PL;PRS;V ACT;NFIN;V GEN;N;PSS2P;SG _
ylistäkäämme häntä .	ylistää hän .	1;ACT;FIN;IMP;PL;V 3;PRO;PRT;SG _
mä - oisi - vuokraamassa tämmöstä piikkainporaa .	minä - olla - vuokrata tämmöinen piikkainpora .	1;NOM;PRO;SG _ 1;ACT;COND;FIN;SG;V _ ACT;IN+ESS;NFIN;V DET;PRT;SG N;PRT;SG _
siitäkin huomasi , että hän ei ollut tosi mies .	se huomata , että hän ei olla tosi mies .	IN+ABL;PRO;SG 3;ACT;FIN;IND;PST;SG;V _ CONJ 3;NOM;PRO;SG 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PST;SG;V ADJ N;NOM;SG _
juokslahden tiejatke mahdollistaisi myös sen , että jämsänkoskelta ei tarvitsisi ajaa jämsän keskustan läpi päästäkseen nelostielle .	juokslahti tiejatke mahdollistaa myös se , että jämsänkoski ei tarvita ajaa jämsä keskusta läpi päästä nelostie .	GEN;PROPN;SG N;NOM;SG 3;ACT;COND;FIN;SG;V PART GEN;PRO;SG _ CONJ AT+ABL;PROPN;SG 3;ACT;FIN;NEG;SG;V ACT;COND;FIN;V ACT;NFIN;V GEN;PROPN;SG GEN;N;SG ADP ACT;NFIN;PSS3;TRANS;V AT+ALL;N;SG _
tämä näytelmä voisi olla tottakin , vaikka ainahan näytelmät ovat jalostettua todellisuutta .	tämä näytelmä voida olla tosi , vaikka aina näytelmä olla jalostaa todellisuus .	DET;NOM;SG N;NOM;SG 3;ACT;COND;FIN;SG;V ACT;NFIN;V N;PRT;SG _ CONJ ADV N;NOM;PL 3;ACT;FIN;IND;PL;PRS;V PASS;PRT;SG;V;V.PTCP N;PRT;SG _
me kirjotettaa että häne joko täytys antaa potkut tälle miehelle tai jos tätä kivistä ei ole ennemmin näkynä juovuksissa ni lähettää hänet viipymättä kottii	me kirjoittaa että hän joko täytyä antaa potku tämä mies tai jos tämä kivinen ei olla ennemmin näkyä juovuksissa niin lähettää hän viipymättä koti	1;NOM;PL;PRO FIN;IND;PASS;PRS;V CONJ 3;GEN;PRO;SG CONJ 3;ACT;COND;FIN;SG;V ACT;NFIN;V N;NOM;PL AT+ALL;DET;SG AT+ALL;N;SG CONJ CONJ DET;PRT;SG PROPN;PRT;SG 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V ADV;CMPR ACT;NOM;SG;V;V.PTCP ADV PART ACT;NFIN;V 3;ACC;PRO;SG ADV IN+ALL;N;SG
kivikaudella käytettiin turkis- ja nahkapaloja vaatteena .	kivikausi käyttää turkis- ja nahkapalo vaate .	AT+ESS;N;SG FIN;IND;PASS;PST;V _ CONJ N;PL;PRT FRML;N;SG _
uutisen lopussa sanotaan , että voittoja hakiessa vaaditaan aina henkilöllisyyden todistamista väärinkäytösten estämiseksi .	uutinen loppu sanoa , että voitto hakea vaatia aina henkilöllisyys todistaminen väärinkäytös estäminen .	GEN;N;SG IN+ESS;N;SG FIN;IND;PASS;PRS;V _ CONJ N;PL;PRT ACT;IN+ESS;NFIN;V FIN;IND;PASS;PRS;V ADV GEN;N;SG N;PRT;SG GEN;N;PL N;SG;TRANS _
hän on entistä mukavampi	hän olla entinen mukava	3;NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ADJ;PRT;SG ADJ;CMPR;NOM;SG
levättyään hän oli käynyt uimassa hiekan ihostaan pois ja kuivatellut itseään rannalla .	levätä hän olla käydä uida hiekka iho pois ja kuivatella itse ranta .	PASS;PRT;PSS3;SG;V;V.PTCP 3;NOM;PRO;SG 3;ACT;FIN;IND;PST;SG;V ACT;NOM;SG;V;V.PTCP ACT;IN+ESS;NFIN;V GEN;N;SG IN+ABL;N;PSS3;SG ADV CONJ ACT;NOM;SG;V;V.PTCP PRO;PRT;PSS3;REFL;SG AT+ESS;N;SG _
kuoppainen tie	kuoppainen tie	ADJ;NOM;SG N;NOM;SG
minä en jätä teitä !	minä ei jättää te !	1;NOM;PRO;SG 1;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V 2;PL;PRO;PRT _
en ole pakolaiskielteinen , mutta kannatan maltillista ja järkevää pakolaispolitiikkaa .	ei olla pakolaiskielteinen , mutta kannattaa maltillinen ja järkevä pakolaispolitiikka .	1;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V ADJ;NOM;SG _ CONJ 1;ACT;FIN;IND;PRS;SG;V ADJ;PRT;SG CONJ ADJ;PRT;SG N;PRT;SG _
ja siitä oikeat porvarit innostuivat tavattomasti , että puolet piti verohelpotuksia todella tärkeänä .	ja se oikea porvari innostua tavattomasti , että puoli pitää verohelpotus todella tärkeä .	CONJ IN+ABL;PRO;SG ADJ;NOM;PL N;NOM;PL 3;ACT;FIN;IND;PL;PST;V ADV _ CONJ NOM;NUM;PL 3;ACT;FIN;IND;PST;SG;V N;PL;PRT PART ADJ;FRML;SG _
37-vuotias nainen otettiin kiinni aamupäivällä ja pidätettiin myöhemmin	37-vuotias nainen ottaa kiinni aamupäivä ja pidättää myöhemmin	ADJ;NOM;SG N;NOM;SG FIN;IND;PASS;PST;V ADV AT+ESS;N;SG CONJ FIN;IND;PASS;PST;V ADV;CMPR
mieleeni juolahti kokeilla jotakin uutta .	mieli juolahtaa kokeilla jokin uusi .	IN+ALL;N;PSS1S;SG 3;ACT;FIN;IND;PST;SG;V ACT;NFIN;V DET;PRT;SG ADJ;PRT;SG _
lassen asia oli siivota piha , kun kerran rotiskon osti .	lasse asia olla siivota piha , kun kerran rotisko ostaa .	GEN;PROPN;SG N;NOM;SG 3;ACT;FIN;IND;PST;SG;V ACT;NFIN;V N;NOM;SG _ CONJ PART GEN;N;SG 3;ACT;FIN;IND;PST;SG;V _
lue katkelma joel lehtosen romaanista putkinotko .	lukea katkelma joel lehtonen romaani putkinotko .	2;ACT;FIN;IMP;SG;V N;NOM;SG NOM;PROPN;SG GEN;PROPN;SG IN+ABL;N;SG NOM;PROPN;SG _
valinta osui mukavaan ekonomiin itäisestä suomesta .	valinta osua mukava ekonomi itäinen suomi .	N;NOM;SG 3;ACT;FIN;IND;PST;SG;V ADJ;IN+ALL;SG IN+ALL;N;SG ADJ;IN+ABL;SG IN+ABL;PROPN;SG _
menenkin tuolta kautta	mennä tuolta kautta	1;ACT;FIN;IND;PRS;SG;V ADV ADV
toijalalainen markku lapinleimu ennätti haastatella viime tipassa akaalaisia asekätkijöitä .	toijalalainen markku lapinleimu ennättää haastatella viime tippa akaalainen asekätkijä .	ADJ;NOM;SG NOM;PROPN;SG NOM;PROPN;SG 3;ACT;FIN;IND;PST;SG;V ACT;NFIN;V ADJ IN+ESS;N;SG ADJ;PL;PRT N;PL;PRT _
ruotsalaiset varastivat meiltä suomalaisilta saunan .	ruotsalainen varastaa me suomalainen sauna .	ADJ;NOM;PL 3;ACT;FIN;IND;PL;PST;V 1;AT+ABL;DET;PL ADJ;AT+ABL;PL GEN;N;SG _
äiti juo kahvia , ja niin lapsikin .	äiti juoda kahvi , ja niin lapsi .	N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V N;PRT;SG _ CONJ PART N;NOM;SG _
peruste epäilyyn	peruste epäily	N;NOM;SG IN+ALL;N;SG
sitten hän hiipi ulos ja kiipesi tapaamaan sitä , joka oli hänet kutsunut .	sitten hän hiipiä ulos ja kiivetä tavata se , joka olla hän kutsua .	ADV 3;NOM;PRO;SG 3;ACT;FIN;IND;PST;SG;V ADV CONJ 3;ACT;FIN;IND;PST;SG;V ACT;IN+ALL;NFIN;V PRO;PRT;SG _ NOM;PRO;SG 3;ACT;FIN;IND;PST;SG;V 3;ACC;PRO;SG ACT;NOM;SG;V;V.PTCP _
rekka murskasi henkilöauton	rekka murskata henkilöauto	N;NOM;SG 3;ACT;FIN;IND;PST;SG;V GEN;N;SG
nykyinen presidentti tarja halonen	nykyinen presidentti tarja halonen	ADJ;NOM;SG N;NOM;SG NOM;PROPN;SG NOM;PROPN;SG
ruppee satamaan	ruveta sataa	3;ACT;FIN;IND;PRS;SG;V ACT;IN+ALL;NFIN;V
perkeleen mutsi	perkele mutsi	GEN;N;SG N;NOM;SG
siivoan ja pesen ja silitän , käyn kaupassa ja laitan ruokaa .	siivota ja pestä ja silittää , käydä kauppa ja laittaa ruoka .	1;ACT;FIN;IND;PRS;SG;V CONJ 1;ACT;FIN;IND;PRS;SG;V CONJ 1;ACT;FIN;IND;PRS;SG;V _ 1;ACT;FIN;IND;PRS;SG;V IN+ESS;N;SG CONJ 1;ACT;FIN;IND;PRS;SG;V N;PRT;SG _
ota mikä tahansa omena .	ottaa mikä tahansa omena .	2;ACT;FIN;IMP;SG;V DET;NOM;SG PART N;NOM;SG _
vihreiden puheenjohtaja pekka haavisto on televisioesiintyjänä poliitikkojen parhaasta päästä .	vihreä puheenjohtaja pekka haavisto olla televisioesiintyjä poliitikko paras pää .	ADJ;GEN;PL N;NOM;SG NOM;PROPN;SG NOM;PROPN;SG 3;ACT;FIN;IND;PRS;SG;V FRML;N;SG GEN;N;PL ADJ;IN+ABL;RL;SG IN+ABL;N;SG _
jos ei huolehdi itsestään , niin mikään ei suju .	jos ei huolehtia itse , niin mikään ei sujua .	CONJ 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V IN+ABL;PRO;PSS3;REFL;SG _ PART NOM;PRO;SG 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V _
- vai että osataanko ! , kuorossa parahdimme .	- vai että osata ! , kuoro parahtaa .	_ CONJ CONJ FIN;IND;PASS;PRS;V _ _ IN+ESS;N;SG 1;ACT;FIN;IND;PL;PST;V _
ohjaajat ovat koulutukseltaan lähi- tai perushoitajia .	ohjaaja olla koulutus lähi- tai perushoitaja .	N;NOM;PL 3;ACT;FIN;IND;PL;PRS;V AT+ABL;N;PSS3;SG _ CONJ N;PL;PRT _
mahassa tuntuu omituiselta eikä aamiainen maistu .	maha tuntua omituinen ei aamiainen maistua .	IN+ESS;N;SG 3;ACT;FIN;IND;PRS;SG;V ADJ;AT+ABL;SG 3;ACT;FIN;NEG;SG;V N;NOM;SG ACT;FIN;IND;PRS;V _
jos työ jatkuisi sellaisena , ei meistä varmasti kumpikaan olisi enää ulkomaankauppaliiton palveluksessa .	jos työ jatkua sellainen , ei me varmasti kumpikaan olla enää ulkomaankauppaliitto palvelus .	CONJ N;NOM;SG 3;ACT;COND;FIN;SG;V ADJ;FRML;SG _ 3;ACT;FIN;NEG;SG;V 1;IN+ABL;PL;PRO ADV NOM;PRO;SG ACT;COND;FIN;V PART GEN;N;SG IN+ESS;N;SG _
eikä suomella ole varaa tuoda ruokaa 30 miljardin markan edestä ulkomailta .	ei suomi olla vara tuoda ruoka 30 miljardi markka edestä ulkomaa .	3;ACT;FIN;NEG;SG;V AT+ESS;PROPN;SG ACT;FIN;IND;PRS;V N;PRT;SG ACT;NFIN;V N;PRT;SG NUM GEN;NUM;SG GEN;N;SG ADP AT+ABL;N;PL _
en haluaisi käyttää tätä esimerkkiä koska arvaan ja luulen että moni siellä siellä kuvaruutua katsoessa voi loukkaantua tästä mutta .	ei haluta käyttää tämä esimerkki koska arvata ja luulla että moni siellä siellä kuvaruutu katsoa voida loukkaantua tämä mutta .	1;ACT;FIN;NEG;SG;V ACT;COND;FIN;V ACT;NFIN;V DET;PRT;SG N;PRT;SG CONJ 1;ACT;FIN;IND;PRS;SG;V CONJ 1;ACT;FIN;IND;PRS;SG;V CONJ NOM;PRO;SG ADV ADV N;PRT;SG ACT;IN+ESS;NFIN;V 3;ACT;FIN;IND;PRS;SG;V ACT;NFIN;V IN+ABL;PRO;SG CONJ _
älä luulekaan että annan sinun laiminlyödä aviollisia velvollisuuksiasi .	ei luulla että antaa sinä laiminlyödä aviollinen velvollisuus .	2;ACT;FIN;IMP;NEG;SG;V ACT;FIN;IND;PRS;V CONJ 1;ACT;FIN;IND;PRS;SG;V 2;GEN;PRO;SG ACT;NFIN;V ADJ;PL;PRT N;PL;PRT;PSS2S _
sivuovi aukeaa napista painamalla .	sivuovi aueta nappi painaa .	N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V IN+ABL;N;SG ACT;AT+ESS;NFIN;V _
jäsenille tilitetyistä korvauksista pienimmät ovat muutaman kympin vuodessa .	jäsen tilittää korvaus pieni olla muutama kymppi vuosi .	AT+ALL;N;PL IN+ABL;PASS;PL;V;V.PTCP IN+ABL;N;PL ADJ;NOM;PL;RL 3;ACT;FIN;IND;PL;PRS;V DET;GEN;SG GEN;N;SG IN+ESS;N;SG _
- ja entä sitten kun on syksyn pimeät ?	- ja entä sitten kun olla syksy pimeä ?	_ CONJ PART ADV CONJ 3;ACT;FIN;IND;PRS;SG;V GEN;N;SG ADJ;NOM;PL _
useita pieniä hiiriä ja yksi suuri norsu	usea pieni hiiri ja yksi suuri norsu	DET;PL;PRT ADJ;PL;PRT N;PL;PRT CONJ NOM;NUM;SG ADJ;NOM;SG N;NOM;SG
ukia piti suorastaan komennella , että sain sen jäämään vuoteeseen .	uki pitää suorastaan komennella , että saada se jäädä vuode .	PROPN;PRT;SG 3;ACT;FIN;IND;PST;SG;V PART ACT;NFIN;V _ CONJ 1;ACT;FIN;IND;PST;SG;V GEN;PRO;SG ACT;IN+ALL;NFIN;V IN+ALL;N;SG _
palkkakin jäi saamatta	palkka jäädä saada	N;NOM;SG 3;ACT;FIN;IND;PST;SG;V ACT;NFIN;PRIV;V
kunkin " kilpailulajin " , joita ovat musiikki , tanssi , kuvataide , kirjallisuus , draama , elokuva ja arkkitehtuuri , kolme ansioituneinta edustajaa saa kunniamaininnan .	kukin " kilpailulaji " , joka olla musiikki , tanssi , kuvataide , kirjallisuus , draama , elokuva ja arkkitehtuuri , kolme ansioitunut edustaja saada kunniamaininta .	DET;GEN;SG _ GEN;N;SG _ _ PL;PRO;PRT 3;ACT;FIN;IND;PL;PRS;V N;NOM;SG _ N;NOM;SG _ N;NOM;SG _ N;NOM;SG _ N;NOM;SG _ N;NOM;SG CONJ N;NOM;SG _ NOM;NUM;SG ADJ;PRT;RL;SG N;PRT;SG 3;ACT;FIN;IND;PRS;SG;V GEN;N;SG _
en syönyt pullaa	ei syödä pulla	1;ACT;FIN;NEG;SG;V ACT;FIN;IND;PST;SG;V N;PRT;SG
suomessa kestää pitkään ennen kuin pääsemme edes muiden pohjoismaiden tasolle .	suomi kestää pitkään ennen kuin päästä edes muu pohjoismaa taso .	IN+ESS;PROPN;SG 3;ACT;FIN;IND;PRS;SG;V ADV ADV CONJ 1;ACT;FIN;IND;PL;PRS;V PART DET;GEN;PL GEN;PL;PROPN AT+ALL;N;SG _
eine noukki värjättäviä hiussuikaleita hatun sisästä virkkuukoukulla .	eine noukkia värjätä hiussuikale hattu sisästä virkkuukoukku .	NOM;PROPN;SG 3;ACT;FIN;IND;PST;SG;V PASS;PL;PRT;V;V.PTCP N;PL;PRT GEN;N;SG ADP AT+ESS;N;SG _
noo ne o jottais semssi sukulaissi .	noo ne olla jokin semmoinen sukulainen .	INTJ NOM;PL;PRO 3;ACT;FIN;IND;PRS;SG;V DET;PRT;SG DET;PL;PRT N;PL;PRT _
viraston toimesta on jo annettu ohjeet .	virasto toimesta olla jo antaa ohje .	GEN;N;SG ADP 3;ACT;FIN;IND;PRS;SG;V PART NOM;PASS;SG;V;V.PTCP N;NOM;PL _
huomio huomio !	huomio huomio !	N;NOM;SG N;NOM;SG _
hän sitten on mukava ihminen .	hän sitten olla mukava ihminen .	3;NOM;PRO;SG PART 3;ACT;FIN;IND;PRS;SG;V ADJ;NOM;SG N;NOM;SG _
mutta sen jälkeen tulee tuo kieliongelma .	mutta se jälkeen tulla tuo kieliongelma .	CONJ GEN;PRO;SG ADP 3;ACT;FIN;IND;PRS;SG;V DET;NOM;SG N;NOM;SG _
viimeisessä thorpen huutokaupassa yksi essexin titteli nousi 125000 markkaan .	viimeinen thorpe huutokauppa yksi essex titteli nousta 125000 markka .	ADJ;IN+ESS;SG GEN;PROPN;SG IN+ESS;N;SG NOM;NUM;SG GEN;PROPN;SG N;NOM;SG 3;ACT;FIN;IND;PST;SG;V NUM IN+ALL;N;SG _
osaan sitä minäkin laskea leikkiä .	osata se minä laskea leikki .	1;ACT;FIN;IND;PRS;SG;V PRO;PRT;SG 1;NOM;PRO;SG ACT;NFIN;V N;PRT;SG _
tämä taas johtuu siitä , että nuha- ja yskänlääkkeiden käyttö on harjoituskaudella sallittua .	tämä taas johtua se , että nuha- ja yskänlääke käyttö olla harjoituskausi sallia .	NOM;PRO;SG PART 3;ACT;FIN;IND;PRS;SG;V IN+ABL;PRO;SG _ CONJ _ CONJ GEN;N;PL N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V AT+ESS;N;SG PASS;PRT;SG;V;V.PTCP _
se on totinen työrupeama edessä .	se olla totinen työrupeama edessä .	NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ADJ;NOM;SG N;NOM;SG ADV _
sitä minä epäilen .	se minä epäillä .	PRO;PRT;SG 1;NOM;PRO;SG 1;ACT;FIN;IND;PRS;SG;V _
tartteekos mun nostaakkaan muuta ku painaa noi vaa alas .	tarvita minä nostaa muu kuin painaa nuo vain alas .	3;ACT;FIN;IND;PRS;SG;V 1;GEN;PRO;SG ACT;NFIN;V PRO;PRT;SG CONJ ACT;NFIN;V NOM;PL;PRO PART ADV _
seuran juhlanäyttely on avoinna vuoltsun toimintakeskuksessa sunnuntai-iltaan saakka .	seura juhlanäyttely olla avoinna vuoltsu toimintakeskus sunnuntai-ilta saakka .	GEN;N;SG N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V ADV GEN;PROPN;SG IN+ESS;N;SG IN+ALL;N;SG ADP _
se oli niin isoa miestä .	se olla niin iso mies .	NOM;PRO;SG 3;ACT;FIN;IND;PST;SG;V PART ADJ;PRT;SG N;PRT;SG _
hän toimi niin kuin oli pakko toimia .	hän toimia niin kuin olla pakko toimia .	3;NOM;PRO;SG 3;ACT;FIN;IND;PST;SG;V ADV CONJ 3;ACT;FIN;IND;PST;SG;V N;NOM;SG ACT;NFIN;V _
mittaus oli nopeaa .	mittaus olla nopea .	N;NOM;SG 3;ACT;FIN;IND;PST;SG;V ADJ;PRT;SG _
ravintoloiden ruokalistojen valikoimat ovat laajempia kuin aikoihin .	ravintola ruokalista valikoima olla laaja kuin aikoihin .	GEN;N;PL GEN;N;PL N;NOM;PL 3;ACT;FIN;IND;PL;PRS;V ADJ;CMPR;PL;PRT CONJ ADV _
näen sivullani jonkun polkupyöräturistin ajavan meidän tähtemme ojaan	nähdä sivulla joku polkupyöräturisti ajaa me tähden oja	1;ACT;FIN;IND;PRS;SG;V ADV;PSS1S DET;GEN;SG GEN;N;SG ACT;GEN;SG;V;V.PTCP 1;GEN;PL;PRO ADP;PSS1P IN+ALL;N;SG
ryhmäläiset sinuttelivat toisiaan .	ryhmäläinen sinutella toinen .	N;NOM;PL 3;ACT;FIN;IND;PL;PST;V PL;PRO;PRT;PSS3 _
me oltiin yksie kaisan ja pepen häissä täs	me olla yksi kaisa ja pepe häät tässä	1;NOM;PL;PRO FIN;IND;PASS;PST;V DET;GEN;PL GEN;PROPN;SG CONJ GEN;PROPN;SG IN+ESS;N;PL ADV
pioneerit rakensivat sillan puupalkeista .	pioneeri rakentaa silta puupalkki .	N;NOM;PL 3;ACT;FIN;IND;PL;PST;V GEN;N;SG IN+ABL;N;PL _
minä !	minä !	1;NOM;PRO;SG _
