հիմա , իհարկե , շատ ավելին գիտենք ։	հիմա , իհարկե , շատ ավելի գիտենալ ։	ADV _ PART _ ADJ DEF;N;NHUM;NOM;SG 1;ACT;FIN;IND;IPFV;PL;POS;PRS;V _
« մի սպանիր , — աղաչեց ներսեսը , — ոչինչ չեմ գողացել » :	« մի սպանել , — աղաչել ներսես , — ոչինչ եմ գողանալ » :	_ NEG;PART 2;ACT;FIN;IMP;PROSP;SG;V _ _ 3;ACT;FIN;IND;PFV;POS;PST;SG;V DEF;HUM;NOM;PROPN;SG _ _ PRO 1;FIN;IND;IPFV;NEG;PRS;SG;V ACT;PFV;V;V.PTCP _ _
հասարակություն - 06 մարտի 2017 , 19:47	հասարակություն - 06 մարտ 2017 , 19:47	INDF;N;NHUM;NOM;SG _ NUM DAT;INDF;N;NHUM;SG NUM _ NUM
սպասել էր կառուցման օրից , երբ հիմքի առաջին քարն էր դրվում , երբ բարձրանում էին պատերը , երբ բնակելի էր դարձել , երբ մեր փողոցի զարդն էր ու հպարտությունը , սպասում էր և հիմա , երբ խնամքի կարոտ կիսաավերակ էր դարձել ։	սպասել եմ կառուցում օր , երբ հիմք առաջին քար եմ դնել , երբ բարձրանալ եմ պատ , երբ բնակելի եմ դառնալ , երբ մենք փողոց զարդ եմ ու հպարտություն , սպասել եմ և հիմա , երբ խնամք կարոտ կիսաավերակ եմ դառնալ ։	MID;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V DAT;INDF;N;NHUM;SG AT+ABL;INDF;N;NHUM;SG _ ADV DAT;INDF;N;NHUM;SG ADJ DEF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;SG;V IPFV;PASS;V;V.PTCP _ ADV IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;V DEF;N;NHUM;NOM;PL _ ADV ADJ 3;FIN;IND;IPFV;POS;SG;V IPFV;MID;V;V.PTCP _ ADV 1;DET;GEN;PL DAT;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;SG;V CONJ DEF;N;NHUM;NOM _ IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V CONJ ADV _ ADV DAT;INDF;N;NHUM;SG ADJ INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;SG;V IPFV;MID;V;V.PTCP _
մենք եղանք համարձակ ՝ անհամարձակ ապրած տարիների փոխարեն , եղանք սիրող ու հոգատար ՝ մատնություններով ապրած խորհրդային բիրտ ու նենգ տարիների փոխարեն , եղանք գեղեցիկ ու սիրահարվող ՝ բարիկադների վրա վերջին օրն ապրող տղաների ու աղջիկների նման ու երգեցինք խրոխտ երգեր երևանի փողոցներում :	մենք լինել համարձակ ՝ անհամարձակ ապրել տարի փոխարեն , լինել սիրել ու հոգատար ՝ մատնություն ապրել խորհրդային բիրտ ու նենգ տարի փոխարեն , լինել գեղեցիկ ու սիրահարվել ՝ բարիկադ վրա վերջին օր ապրել տղա ու աղջիկ նման ու երգել խրոխտ երգ երևան փողոց :	1;NOM;PL;PRO 1;FIN;IND;PFV;PL;POS;PST;V ADJ _ ADV MID;PFV;POS;V;V.PTCP DAT;INDF;N;NHUM;PL ADP _ 1;FIN;IND;PFV;PL;POS;PST;V ACT;POS;V;V.PTCP CONJ ADJ _ INDF;INS;N;NHUM;PL MID;PFV;POS;V;V.PTCP ADJ ADJ CONJ ADJ DAT;INDF;N;NHUM;PL ADP _ 1;FIN;IND;PFV;PL;POS;PST;V ADJ CONJ MID;POS;V;V.PTCP _ DAT;INDF;N;NHUM;PL ADP;NOM ADJ DEF;N;NHUM;NOM;SG MID;POS;V;V.PTCP DAT;HUM;INDF;N;PL CONJ DAT;HUM;INDF;N;PL ADP CONJ 1;ACT;FIN;IND;PFV;PL;POS;PST;V ADJ INDF;N;NHUM;NOM;PL DAT;INDF;NHUM;PROPN;SG ESS;INDF;N;NHUM;PL _
առաստաղին տարածվեցին անձրևաջրի սրճագույն հետքերը , որոնք շատ խոշոր էին ...	առաստաղ տարածվել անձրևաջուր սրճագույն հետք , որ շատ խոշոր եմ ...	DAT;DEF;N;NHUM;SG 3;FIN;IND;MID;PFV;PL;POS;PST;V DAT;INDF;N;NHUM;SG ADJ DEF;N;NHUM;NOM;PL _ NOM;PL;PRO ADV ADJ 3;FIN;IND;IPFV;PL;POS;V _
ռեժիսորի խոսքով ` ինքը երբեք չի դադարում ծրագրեր կազմել և ներկայումս ունի սցենար , որի վրա աշխատում է :	ռեժիսոր խոսք ` ինքը երբեք եմ դադարել ծրագիր կազմել և ներկա ունենալ սցենար , որ վրա աշխատել եմ :	DAT;HUM;INDF;N;SG INDF;INS;N;NHUM;SG _ 3;NOM;PRO;SG ADV 3;FIN;IND;IPFV;NEG;PRS;SG;V IPFV;MID;V;V.PTCP INDF;N;NHUM;NOM;PL ACT;NFIN;POS;V CONJ ESS;N;NHUM;PSSS 3;ACT;FIN;IND;IPFV;POS;PRS;SG;V INDF;N;NHUM;NOM;SG _ DAT;INDF;PRO;SG ADP;NOM IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V _
մենակ էր ապրում ու առանձին ՝ գյուղից կտրված ։	մենակ եմ ապրել ու առանձին ՝ գյուղ կտրվել ։	ADV 3;FIN;IND;IPFV;POS;SG;V IPFV;MID;V;V.PTCP CONJ ADV _ AT+ABL;INDF;N;NHUM;SG MID;PFV;POS;V;V.PTCP _
ինչ - որ պահի ցվիտանովիչը , ով խորվաթիայում հիանալի խաղ ցույց տալուց հետո տեղափոխվել էր իսպանիայի առաջնություն , չդիմացավ և հրաժարվեց լրացուցիչ մարզումից :	ինչ - որ պահ ցվիտանովիչ , ով խորվաթիա հիանալի խաղ ցույց տալ հետո տեղափոխվել եմ իսպանիա առաջնություն , դիմանալ և հրաժարվել լրացուցիչ մարզում :	DET _ PART DAT;INDF;N;NHUM;SG DEF;HUM;NOM;PROPN;SG _ NOM;PRO;SG ESS;INDF;NHUM;PROPN;SG ADJ INDF;N;NHUM;NOM;SG INDF;N;NHUM;NOM;SG ACT;AT+ABL;INDF;POS;SG;V;V.CVB ADP MID;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V DAT;INDF;NHUM;PROPN;SG INDF;N;NHUM;NOM;SG _ 3;FIN;IND;MID;NEG;PFV;PST;SG;V CONJ 3;FIN;IND;MID;PFV;POS;PST;SG;V ADJ AT+ABL;INDF;N;NHUM;SG _
վարչապետ կարեն կարապետյանը փետրվարի 22-ին ստորագրել է համապատասխան որոշում ` հանձնարարելով հհ ֆինանսների նախարարությանն ու պեկ-ին սկսել համապատասխան միջոցառումները :	վարչապետ կարեն կարապետյան փետրվար 22 ստորագրել եմ համապատասխան որոշում ` հանձնարարել հհ ֆինանս նախարարություն ու պեկ սկսել համապատասխան միջոցառում :	HUM;INDF;N;NOM;SG HUM;INDF;NOM;PROPN;SG DEF;HUM;NOM;PROPN;SG DAT;INDF;N;NHUM;SG DAT;DEF;N;NHUM;SG ACT;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V ADJ INDF;N;NHUM;NOM;SG _ ACT;INDF;INS;POS;V;V.CVB INDF;NHUM;NOM;PROPN;SG DAT;INDF;N;NHUM;PL DAT;DEF;N;NHUM;SG CONJ DAT;DEF;NHUM;PROPN;SG ACT;NFIN;POS;V ADJ DEF;N;NHUM;NOM;PL _
« այս երբ ՞ պառավեց հպարտ , գոռոզ իշխանուհին , երբ ՞ պառավեց , չիմացանք » , և նրա պատկերավոր միտքը բոլորիս հասավ ։	« այս երբ ՞ պառավել հպարտ , գոռոզ իշխանուհի , երբ ՞ պառավել , իմանալ » , և նա պատկերավոր միտք բոլորը հասնել ։	_ PRO;SG ADV _ 3;FIN;IND;MID;PFV;POS;PST;SG;V ADJ _ ADJ DEF;HUM;N;NOM;SG _ ADV _ 3;FIN;IND;MID;PFV;POS;PST;SG;V _ 1;ACT;FIN;IND;NEG;PFV;PL;PST;V _ _ CONJ 3;DET;GEN;SG ADJ DEF;N;NHUM;NOM;SG DAT;PRO;PSS1 3;FIN;IND;MID;PFV;POS;PST;SG;V _
երբ նրանք հայտնվեցին մեր փողոցում , երբ մենք տեսանք նրանց , երբ նրանք կողք - կողքի քայլեցին դեպի սև տուֆից տունը , մենք վերջապես տեսանք այն , ինչը իրականում վաղուց էինք տեսնում , իմացանք այն , ինչը փաստորեն վաղուց գիտեինք ։	երբ նա հայտնվել մենք փողոց , երբ մենք տեսնել նա , երբ նա կողք - կողք քայլել դեպի սև տուֆ տուն , մենք վերջապես տեսնել այն , ինչ իրականում վաղուց եմ տեսնել , իմանալ այն , ինչ փաստորեն վաղուց գիտենալ ։	CONJ 3;NOM;PL;PRO 3;FIN;IND;MID;PFV;PL;POS;PST;V 1;DET;GEN;PL ESS;INDF;N;NHUM;SG _ CONJ 1;NOM;PL;PRO 1;ACT;FIN;IND;PFV;PL;POS;PST;V 3;DAT;PL;PRO _ CONJ 3;NOM;PL;PRO INDF;N;NHUM;NOM;SG _ DAT;INDF;N;NHUM;SG 3;FIN;IND;MID;PFV;PL;POS;PST;V ADP ADJ AT+ABL;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG _ 1;NOM;PL;PRO ADV 1;ACT;FIN;IND;PFV;PL;POS;PST;V PRO;SG _ DEF;NOM;PRO;SG ADV ADV 1;FIN;IND;IPFV;PL;POS;V ACT;IPFV;V;V.PTCP _ 1;ACT;FIN;IND;PFV;PL;POS;PST;V PRO;SG _ DEF;NOM;PRO;SG ADV ADV 1;ACT;FIN;IPFV;PL;POS;PROSP;SBJV;V _
ճիշտ է , հերոսություն անելը նրանց ` զինվորների , նաև առաքելությունն է :	ճիշտ եմ , հերոսություն անել նա ` զինվոր , նաև առաքելություն եմ :	ADJ 3;FIN;IND;IPFV;POS;PRS;SG;V _ INDF;N;NHUM;NOM;SG ACT;DEF;NOM;POS;V;V.CVB 3;DAT;PL;PRO _ DAT;HUM;INDF;N;PL _ CONJ DEF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V _
իրանը փորձում է ադրբեջանի հետ երկխոսություն հաստատել , առաջարկելով քաղաքական ծառայությունների որոշակի հիերարխիա , որը ներառում է հետևողական առաջ քաշվող քաղաքական ռեսուրսների համակարգը :	իրան փորձել եմ ադրբեջան հետ երկխոսություն հաստատել , առաջարկել քաղաքական ծառայություն որոշակի հիերարխիա , որ ներառել եմ հետևողական առաջ քաշել քաղաքական ռեսուրս համակարգ :	DEF;NHUM;NOM;PROPN;SG ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V DAT;INDF;NHUM;PROPN;SG ADP INDF;N;NHUM;NOM;SG ACT;NFIN;POS;V _ ACT;INDF;INS;POS;V;V.CVB ADJ DAT;INDF;N;NHUM;PL ADJ INDF;N;NHUM;NOM;SG _ DEF;NOM;PRO;SG ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V ADV ADV PASS;POS;V;V.PTCP ADJ DAT;INDF;N;NHUM;PL DEF;N;NHUM;NOM;SG _
ինչ վերաբերում է բոբ դիլանին , կարծում եմ , նա արժանի է այս մրցանակին նախ երգի խոսքերի կարգավիճակը երաժշտության պարզունակ կցորդից պոեզիայի մակարդակի բարձրացնելու համար ։	ինչ վերաբերել եմ բոբ դիլան , կարծել եմ , նա արժանի եմ այս մրցանակ նախ երգ խոսք կարգավիճակ երաժշտություն պարզունակ կցորդ պոեզիա մակարդակ բարձրանալ համար ։	INDF;NOM;PRO;SG IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V HUM;INDF;NOM;PROPN;SG DAT;DEF;HUM;PROPN;SG _ ACT;IPFV;V;V.PTCP 1;FIN;IND;IPFV;POS;PRS;SG;V _ 3;NOM;PRO;SG ADJ 3;FIN;IND;IPFV;POS;PRS;SG;V DET DAT;DEF;N;NHUM;SG ADV DAT;INDF;N;NHUM;SG DAT;INDF;N;NHUM;PL DEF;N;NHUM;NOM;SG DAT;INDF;N;NHUM;SG ADJ AT+ABL;INDF;N;NHUM;SG DAT;INDF;N;NHUM;SG DAT;INDF;N;NHUM;SG ACT;DAT;INDF;POS;V;V.CVB ADP _
լրագրողը հերքել է իր դեմ ներկայացված բոլոր մեղադրանքները ` ասելով , որ հոդվածում պաշտպանել է թուրք - քրդական հաշտեցման գործընթացը :	լրագրող հերքել եմ ինքը դեմ ներկայանալ բոլոր մեղադրանք ` ասել , որ հոդված պաշտպանել եմ թուրք - քրդական հաշտեցում գործընթաց :	DEF;HUM;N;NOM;SG ACT;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V 3;GEN;PRO;REFL;SG ADP PASS;PFV;POS;V;V.PTCP DET DEF;N;NHUM;NOM;PL _ ACT;INDF;INS;POS;V;V.CVB _ CONJ ESS;INDF;N;NHUM;SG ACT;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V ADJ _ ADJ DAT;INDF;N;NHUM DEF;N;NHUM;NOM;SG _
կոլյովը բարձրացել էր եկեղեցու գմբեթին և հսկա խաչը , երկար չարչարանքով քանդելով , գցել գետնին ։	կոլյով բարձրանալ եմ եկեղեցի գմբեթ և հսկա խաչ , երկար չարչարանք քանդել , գցել գետին ։	DEF;HUM;NOM;PROPN;SG MID;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V DAT;INDF;N;NHUM;SG DAT;DEF;N;NHUM;SG CONJ ADJ DEF;N;NHUM;NOM;SG _ ADJ INDF;INS;N;NHUM;SG ACT;INDF;INS;POS;V;V.CVB _ ACT;PFV;V;V.PTCP DAT;DEF;N;NHUM;SG _
նայում էինք մենք նրանց ու տեսնում , որ բացի իրենց ճանապարհորդական թեթև պայուսակներից , նրանք տանում են նաև մեկ այլ բեռ , որը չեն կարող կիսել ։	նայել եմ մենք նա ու տեսնել , որ բացի ինքը ճանապարհորդական թեթև պայուսակ , նա տանել եմ նաև մեկ այլ բեռ , որ եմ կարող կիսել ։	IPFV;MID;V;V.PTCP 1;FIN;IND;IPFV;PL;POS;V 1;NOM;PL;PRO 3;DAT;PL;PRO CONJ ACT;IPFV;V;V.PTCP _ CONJ ADP 3;DET;GEN;PL;REFL ADJ ADJ AT+ABL;INDF;N;NHUM;PL _ 3;NOM;PL;PRO ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;PRS;V CONJ DET DET INDF;N;NHUM;NOM;SG _ DEF;NOM;PRO;SG 3;FIN;IND;IPFV;NEG;PL;PRS;V ADJ ACT;NFIN;POS;V _
ուզում էր այդ թե ոչ , երազ էր դա թե ոչ , վերջին հաշվով կարևոր էր իրողությունը , իսկ իրողությունն այն էր , որ իրեն նորից գտավ ծովափում ։	ուզել եմ այդ թե ոչ , երազ եմ դա թե ոչ , վերջին հաշիվ կարևոր եմ իրողություն , իսկ իրողություն այն եմ , որ ինքը նորից գտնել ծովափ ։	ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V PRO;SG CONJ PART _ INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;SG;V NOM;PRO;SG CONJ PART _ ADJ INDF;INS;N;NHUM;SG ADJ 3;FIN;IND;IPFV;POS;SG;V DEF;N;NHUM;NOM;SG _ CONJ DEF;N;NHUM;NOM;SG PRO;SG 3;FIN;IND;IPFV;POS;SG;V _ CONJ 3;DAT;PRO;REFL;SG ADV 3;ACT;FIN;IND;PFV;POS;PST;SG;V ESS;INDF;N;NHUM;SG _
թե հասարակության քանի տոկոսն է այդպիսին , չեմ կարող ասել :	թե հասարակություն քանի տոկոս եմ այդպիսի , եմ կարող ասել :	CONJ DAT;INDF;N;NHUM;SG DET DEF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V DEF;NOM;PRO;SG _ 1;FIN;IND;IPFV;NEG;PRS;SG;V ADJ ACT;NFIN;POS;V _
այդ իմաստով դա ավելի պարզ գործողություն էր , քան 2008-ին , պակաս նորարարական երևի , պակաս հավակնոտ , պակաս ստեղծագործական , ավելի սովորական , վճռական ու աներկբա , ստեղծագործական այն տրոփից ինչ - որ իմաստով զուրկ , քան երբ դա արվում էր առաջին անգամ :	այդ իմաստ դա ավելի պարզ գործողություն եմ , քան 2008 , պակաս նորարարական երևի , պակաս հավակնոտ , պակաս ստեղծագործական , ավելի սովորական , վճռական ու աներկբա , ստեղծագործական այն տրոփ ինչ - որ իմաստ զուրկ , քան երբ դա անել եմ առաջին անգամ :	DET INDF;INS;N;NHUM;SG NOM;PRO;SG ADV;CMPR ADJ INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;SG;V _ CONJ DAT;DEF;N;NHUM;SG _ ADV ADJ PART _ ADV ADJ _ ADV ADJ _ ADV;CMPR ADJ _ ADJ CONJ ADJ _ ADJ DET AT+ABL;INDF;N;NHUM;SG DET _ PART INDF;INS;N;NHUM;SG ADJ _ CONJ ADV NOM;PRO;SG IPFV;PASS;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V ADJ INDF;N;NHUM;NOM;SG _
մենք չգիտեինք հատկապես ում գլխում և ինչպես ծնվեց այս միտքը , բայց ութսունութի մայիսյան մի օր երևանի պետական համալսարանի բանասիրական ֆակուլտետի 220 լսարանում , ժողովից հետո որոշվեց իջնել ազատության հրապարակ և նստացույց սկսել :	մենք գիտենալ հատկապես ով գլուխ և ինչպես ծնվել այս միտք , բայց ութսունութ մայիսյան մի օր երևան պետական համալսարան բանասիրական ֆակուլտետ 220 լսարան , ժողով հետո որոշել իջնել ազատություն հրապարակ և նստացույց սկսել :	1;NOM;PL;PRO 1;ACT;FIN;IND;IPFV;NEG;PL;V ADV DET;GEN;SG ESS;INDF;N;NHUM;SG CONJ ADV 3;FIN;IND;MID;PFV;POS;PST;SG;V DET DEF;N;NHUM;NOM;SG _ CONJ DAT;INDF;N;NHUM;SG ADJ DET INDF;N;NHUM;NOM;SG DAT;INDF;NHUM;PROPN;SG ADJ DAT;INDF;N;NHUM;SG ADJ DAT;INDF;N;NHUM;SG NUM ESS;INDF;N;NHUM;SG _ AT+ABL;INDF;N;NHUM;SG ADP 3;FIN;IND;PASS;PFV;POS;PST;V MID;NFIN;POS;V DAT;INDF;N;NHUM;SG INDF;N;NHUM;NOM;SG CONJ INDF;N;NHUM;NOM;SG ACT;NFIN;POS;V _
բուլղարները սիմեոնի փոքրիկ գունդը քշեցին դանուբի ճահճուտները :	բուլղար սիմեոն փոքրիկ գունդ քշել դանուբ ճահճուտ :	DEF;HUM;N;NOM;PL DAT;HUM;INDF;PROPN;SG ADJ DEF;N;NHUM;NOM;SG 3;ACT;FIN;IND;PFV;PL;POS;PST;V DAT;INDF;NHUM;PROPN DEF;N;NHUM;NOM;PL _
այս նամակը պետրոսից է և այն երեկ են բերել ։	այս նամակ պետրոս եմ և այն երեկ եմ բերել ։	DET DEF;N;NHUM;NOM;SG AT+ABL;HUM;INDF;PROPN;SG 3;FIN;IND;IPFV;POS;PRS;SG;V CONJ PRO;SG ADV 3;FIN;IND;IPFV;PL;POS;PRS;V ACT;PFV;V;V.PTCP _
կարճ ասած ՝ միջազգային սրվող այս և այսպիսի այլ իրողությունների հաշվառմամբ է ադրբեջանը զարգացնում իր վերոհիշյալ ագրեսիվ սպառնալիքները ՝ վստահ լինելով , որ այդ եռյակի իր դաշնակիցները և միջազգային աղմկոտ անտարբերությունը կնպաստեն մարսել « կատարված փաստը » :	կարճ ասել ՝ միջազգային սրվել այս և այսպիսի այլ իրողություն հաշվառում եմ ադրբեջան զարգանալ ինքը վերոհիշյալ ագրեսիվ սպառնալիք ՝ վստահ լինել , որ այդ եռյակ ինքը դաշնակից և միջազգային աղմկոտ անտարբերություն նպաստել մարսել « կատարվել փաստ » :	ADV ACT;PFV;POS;V;V.PTCP _ ADJ MID;POS;V;V.PTCP DET CONJ DET DET DAT;INDF;N;NHUM;PL INDF;INS;N;NHUM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V DEF;NHUM;NOM;PROPN;SG ACT;IPFV;V;V.PTCP 3;DET;GEN;REFL;SG ADJ ADJ DEF;N;NHUM;NOM;PL _ ADJ INDF;INS;MID;POS;V;V.CVB _ CONJ DET DAT;INDF;N;NHUM;SG 3;DET;GEN;REFL;SG DEF;N;NHUM;NOM;PL CONJ ADJ ADJ DEF;N;NHUM;NOM;SG 3;ACT;COND;FIN;PL;POS;PROSP;PRS;V ACT;NFIN;POS;V _ MID;PFV;POS;V;V.PTCP DEF;N;NHUM;NOM;SG _ _
սա անհերքելի էր ։	սա անհերքելի եմ ։	NOM;PRO;SG ADJ 3;FIN;IND;IPFV;POS;SG;V _
մամուլի տեղեկություններով ՝ նա կդառնա պաշտպանության նախարար ։	մամուլ տեղեկություն ՝ նա դառնալ պաշտպանություն նախարար ։	DAT;INDF;N;NHUM;SG INDF;INS;N;NHUM;PL _ 3;NOM;PRO;SG 3;COND;FIN;MID;POS;PROSP;PRS;SG;V DAT;INDF;N;NHUM;SG HUM;INDF;N;NOM;SG _
եվ տղային աբկայ կոչեց ։	և տղա աբկայ կոչել ։	CONJ DAT;DEF;HUM;N;SG HUM;INDF;NOM;PROPN;SG 3;ACT;FIN;IND;PFV;POS;PST;SG;V _
կավաբատան նոբելյան մրցանակի դափնեկիր է ։	կավաբատա նոբելյան մրցանակ դափնեկիր եմ ։	DEF;HUM;NOM;PROPN;SG ADJ DAT;INDF;N;NHUM;SG HUM;INDF;N;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V _
երեք փուլից բաղկացած ծրագիրը սկսեց 2016 թ . հոկտեմբերին գաֆեսչյան կենտրոնի դիմաց ՝ պրոֆեսինալ և սիրողական պարողների ֆլեշմոբով ( https://www.youtube.com/watch?vdqo1ioxmt8i ) , որոնցից ոմանք հաշմանդամություն ունեցող մարդիկ էին :	երեք փուլ բաղկանալ ծրագիր սկսել 2016 թվական . հոկտեմբեր գաֆեսչյան կենտրոն դիմաց ՝ պրոֆեսիոնալ և սիրողական պարող ֆլեշմոբ ( https://www.youtube.com/watch?vdqo1ioxmt8i ) , որ ոմն հաշմանդամություն ունենալ մարդ եմ :	NUM AT+ABL;INDF;N;NHUM;SG MID;PFV;POS;V;V.PTCP DEF;N;NHUM;NOM;SG 3;FIN;IND;MID;PFV;POS;PST;SG;V NUM INDF;N;NHUM;NOM;SG _ DAT;DEF;N;NHUM;SG HUM;INDF;NOM;PROPN;SG DAT;INDF;N;NHUM;SG ADP;NOM _ ADJ CONJ ADJ DAT;HUM;INDF;N;PL INDF;INS;N;NHUM;SG _ _ _ _ AT+ABL;DET;PL NOM;PRO INDF;N;NHUM;NOM;SG ACT;POS;V;V.PTCP HUM;INDF;N;NOM;PL 3;FIN;IND;IPFV;PL;POS;V _
վիգեն սարգսյանի արցախյան այցը ուշագրավ է նախօրեին մոսկվա կատարած այցի ֆոնին :	վիգեն սարգսյան արցախյան այց ուշագրավ եմ նախօրե մոսկվա կատարել այց ֆոն :	HUM;INDF;NOM;PROPN;SG DAT;HUM;INDF;PROPN;SG ADJ DEF;N;NHUM;NOM;SG ADJ 3;FIN;IND;IPFV;POS;PRS;SG;V DAT;DEF;N;NHUM INDF;NHUM;NOM;PROPN;SG ACT;PFV;POS;V;V.PTCP DAT;INDF;N;NHUM;SG DAT;DEF;N;NHUM;SG _
երբ նա գյուղ է մտել , այնտեղ եղել են մի քանի ցաքուցրիվ խրճիթներ ։	երբ նա գյուղ եմ մտնել , այնտեղ լինել եմ մի քանի ցաքուցրիվ խրճիթ ։	CONJ 3;NOM;PRO;SG INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V MID;PFV;V;V.PTCP _ ADV MID;PFV;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;PRS;V DET DET ADJ INDF;N;NHUM;NOM;PL _
անդրադառնալով կինոարվեստին , որից չալդրանյանը , թատրոնի գեղարվեստական ղեկավար , այնուհետև տնօրեն ընտրվելուց հետո որոշ չափով հեռացել է , ինչպես նաև իր հասցեին հնչող քննադատություններին ` ռեժիսորն ասաց , որ իր ողջ ստեղծագործական կյանքում և ՛ լավն է լսել , և ՛ վատը :	անդրադառնալ կինոարվեստ , որ չալդրանյան , թատրոն գեղարվեստական ղեկավար , այնուհետև տնօրեն ընտրել հետո որոշ չափ հեռանալ եմ , ինչպես նաև ինքը հասցե հնչել քննադատություն ` ռեժիսոր ասել , որ ինքը ողջ ստեղծագործական կյանք և ՛ լավ եմ լսել , և ՛ վատ :	INDF;INS;MID;POS;V;V.CVB DAT;DEF;N;NHUM;SG _ AT+ABL;INDF;PRO;SG DEF;HUM;NOM;PROPN;SG _ DAT;INDF;N;NHUM;SG ADJ HUM;INDF;N;NOM;SG _ ADV HUM;INDF;N;NOM;SG AT+ABL;INDF;PASS;POS;V;V.CVB ADP DET INDF;INS;N;NHUM;SG MID;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V _ CONJ CONJ 3;DET;GEN;REFL;SG DAT;DEF;N;NHUM;SG MID;POS;V;V.PTCP DAT;DEF;N;NHUM;PL _ DEF;HUM;N;NOM;SG 3;ACT;FIN;IND;PFV;POS;PST;SG;V _ CONJ 3;DET;GEN;REFL;SG DET ADJ ESS;INDF;N;NHUM;SG CONJ _ DEF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V ACT;PFV;V;V.PTCP _ CONJ _ DEF;N;NHUM;NOM;SG _
հայ ժողովուրդը դա չի ընդունում ու չի ընդունելու , դա արդեն պարզ երևում է :	հայ ժողովուրդ դա եմ ընդունել ու եմ ընդունել , դա արդեն պարզ երևալ եմ :	ADJ DEF;HUM;N;NOM;SG NOM;PRO;SG 3;FIN;IND;IPFV;NEG;PRS;SG;V ACT;IPFV;V;V.PTCP CONJ 3;FIN;IND;IPFV;NEG;PRS;SG;V ACT;PROSP;V;V.PTCP _ NOM;PRO;SG ADV ADV IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V _
